,MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,RelativeTime,poke_int,Errors,Nighttime,RelativeTime2,Retrieval_Time_filt,Errors_binned,Successes_binned,NewRT,active_bias
12.0,2020-06-09 06:06:58,0.0,4.07,3.0,1.0,Poke,Left,73.0,31.0,72.0,NaN,FED8.CSV,0 days 15:57:10,0 days 01:53:31,1.0,1.0,57430.0,NaN,4.0,16.0,12.0,80.0
16.0,2020-06-09 07:40:23,0.0,4.06,2.0,1.0,Poke,Left,74.0,31.0,74.0,NaN,FED8.CSV,0 days 17:30:35,0 days 01:22:38,0.0,0.0,63035.0,NaN,0.0,1.0,16.0,100.0
20.0,2020-06-09 12:27:50,0.0,4.05,2.0,1.0,Poke,Left,76.0,32.0,76.0,NaN,FED8.CSV,0 days 22:18:02,0 days 03:22:35,1.0,0.0,80282.0,NaN,1.0,2.0,20.0,66.66666666666666
24.0,2020-06-09 17:50:13,0.0,4.02,4.0,1.0,Poke,Left,84.0,33.0,83.0,NaN,FED8.CSV,1 days 03:40:25,0 days 03:01:11,1.0,0.0,99625.0,NaN,1.0,8.0,24.0,88.88888888888889
28.0,2020-06-09 21:11:27,0.0,4.02,3.0,1.0,Poke,Left,99.0,42.0,99.0,NaN,FED8.CSV,1 days 07:01:39,0 days 00:32:22,1.0,1.0,111699.0,NaN,9.0,15.0,28.0,62.5
32.0,2020-06-10 02:07:56,0.0,4.0,4.0,1.0,Poke,Left,120.0,44.0,120.0,NaN,FED8.CSV,1 days 11:58:08,0 days 01:21:10,1.0,1.0,129488.0,NaN,2.0,21.0,32.0,91.30434782608695
36.0,2020-06-10 06:02:22,0.0,3.98,4.0,1.0,Poke,Left,135.0,47.0,135.0,NaN,FED8.CSV,1 days 15:52:34,0 days 00:29:20,1.0,1.0,143554.0,NaN,3.0,15.0,36.0,83.33333333333334
40.0,2020-06-10 07:58:49,0.0,3.95,2.0,1.0,Poke,Left,137.0,47.0,137.0,NaN,FED8.CSV,1 days 17:49:01,0 days 01:49:00,0.0,0.0,150541.0,NaN,0.0,2.0,40.0,100.0
44.0,2020-06-10 13:22:19,0.0,3.94,3.0,1.0,Poke,Left,143.0,48.0,143.0,NaN,FED8.CSV,1 days 23:12:31,0 days 02:26:05,1.0,0.0,169951.0,NaN,1.0,6.0,44.0,85.71428571428571
48.0,2020-06-10 18:08:07,0.0,3.93,3.0,1.0,Poke,Left,156.0,50.0,156.0,NaN,FED8.CSV,2 days 03:58:19,0 days 01:13:27,1.0,0.0,187099.0,NaN,2.0,13.0,48.0,86.66666666666667
52.0,2020-06-10 21:37:33,0.0,3.92,4.0,1.0,Poke,Left,179.0,52.0,179.0,NaN,FED8.CSV,2 days 07:27:45,0 days 00:24:15,1.0,1.0,199665.0,NaN,2.0,23.0,52.0,92.0
56.0,2020-06-11 01:57:54,0.0,3.91,3.0,1.0,Poke,Left,195.0,58.0,195.0,NaN,FED8.CSV,2 days 11:48:06,0 days 00:35:40,1.0,1.0,215286.0,NaN,6.0,16.0,56.0,72.72727272727273
60.0,2020-06-11 05:32:21,0.0,3.89,3.0,1.0,Poke,Left,209.0,63.0,209.0,NaN,FED8.CSV,2 days 15:22:33,0 days 00:29:28,1.0,1.0,228153.0,NaN,5.0,14.0,60.0,73.68421052631578
64.0,2020-06-11 10:08:19,0.0,3.87,3.0,1.0,Poke,Left,216.0,63.0,216.0,NaN,FED8.CSV,2 days 19:58:31,0 days 01:09:31,0.0,0.0,244711.0,NaN,0.0,7.0,64.0,100.0
68.0,2020-06-11 13:56:31,0.0,3.86,3.0,1.0,Poke,Left,223.0,63.0,223.0,NaN,FED8.CSV,2 days 23:46:43,0 days 01:08:52,0.0,0.0,258403.0,NaN,0.0,7.0,68.0,100.0
72.0,2020-06-11 17:42:51,0.0,3.84,3.0,1.0,Poke,Left,238.0,64.0,237.0,NaN,FED8.CSV,3 days 03:33:03,0 days 00:41:16,1.0,0.0,271983.0,NaN,1.0,15.0,72.0,93.75
76.0,2020-06-11 22:01:28,0.0,3.83,4.0,1.0,Poke,Left,259.0,72.0,259.0,NaN,FED8.CSV,3 days 07:51:40,0 days 00:32:50,1.0,1.0,287500.0,NaN,8.0,21.0,76.0,72.41379310344827
80.0,2020-06-12 02:04:41,0.0,3.8,4.0,1.0,Poke,Left,278.0,77.0,278.0,NaN,FED8.CSV,3 days 11:54:53,0 days 00:46:11,1.0,1.0,302093.0,NaN,5.0,19.0,80.0,79.16666666666666
84.0,2020-06-12 05:52:18,0.0,3.79,3.0,1.0,Poke,Left,296.0,78.0,296.0,NaN,FED8.CSV,3 days 15:42:30,0 days 00:28:21,1.0,1.0,315750.0,NaN,1.0,18.0,84.0,94.73684210526315
88.0,2020-06-12 10:06:58,0.0,3.76,3.0,1.0,Poke,Left,299.0,78.0,299.0,NaN,FED8.CSV,3 days 19:57:10,0 days 01:55:46,0.0,0.0,331030.0,NaN,0.0,3.0,88.0,100.0
92.0,2020-06-12 14:08:07,0.0,3.74,3.0,1.0,Poke,Left,305.0,79.0,305.0,NaN,FED8.CSV,3 days 23:58:19,0 days 01:46:20,1.0,0.0,345499.0,NaN,1.0,6.0,92.0,85.71428571428571
96.0,2020-06-12 17:55:40,0.0,3.72,2.0,1.0,Poke,Left,315.0,81.0,315.0,NaN,FED8.CSV,4 days 03:45:52,0 days 00:39:10,1.0,0.0,359152.0,NaN,2.0,10.0,96.0,83.33333333333334
100.0,2020-06-12 22:08:15,0.0,3.71,3.0,1.0,Poke,Left,335.0,84.0,335.0,NaN,FED8.CSV,4 days 07:58:27,0 days 00:41:34,1.0,1.0,374307.0,NaN,3.0,20.0,100.0,86.95652173913044
104.0,2020-06-13 01:56:15,0.0,3.69,4.0,1.0,Poke,Left,353.0,86.0,352.0,NaN,FED8.CSV,4 days 11:46:27,0 days 00:34:49,1.0,1.0,387987.0,NaN,2.0,18.0,104.0,90.0
108.0,2020-06-13 06:03:08,0.0,3.68,3.0,1.0,Poke,Left,367.0,91.0,367.0,NaN,FED8.CSV,4 days 15:53:20,0 days 00:31:48,1.0,1.0,402800.0,NaN,5.0,14.0,108.0,73.68421052631578
112.0,2020-06-13 08:42:59,0.0,3.67,3.0,1.0,Poke,Left,372.0,93.0,372.0,NaN,FED8.CSV,4 days 18:33:11,0 days 01:25:29,1.0,0.0,412391.0,NaN,2.0,5.0,112.0,71.42857142857143
116.0,2020-06-13 14:07:25,0.0,3.66,3.0,1.0,Poke,Left,385.0,93.0,385.0,NaN,FED8.CSV,4 days 23:57:37,0 days 01:52:18,0.0,0.0,431857.0,NaN,0.0,13.0,116.0,100.0
120.0,2020-06-13 18:09:05,0.0,3.65,3.0,1.0,Poke,Left,400.0,94.0,400.0,NaN,FED8.CSV,5 days 03:59:17,0 days 00:50:07,1.0,0.0,446357.0,NaN,1.0,15.0,120.0,93.75
124.0,2020-06-13 22:04:01,0.0,3.65,4.0,1.0,Poke,Left,419.0,101.0,419.0,NaN,FED8.CSV,5 days 07:54:13,0 days 00:18:06,1.0,1.0,460453.0,NaN,7.0,19.0,124.0,73.07692307692307
128.0,2020-06-14 02:09:47,0.0,3.64,4.0,1.0,Poke,Left,436.0,106.0,436.0,NaN,FED8.CSV,5 days 11:59:59,0 days 00:41:37,1.0,1.0,475199.0,NaN,5.0,17.0,128.0,77.27272727272727
132.0,2020-06-14 05:59:21,0.0,3.64,3.0,1.0,Poke,Left,451.0,117.0,451.0,NaN,FED8.CSV,5 days 15:49:33,0 days 00:31:55,1.0,1.0,488973.0,NaN,11.0,15.0,132.0,57.692307692307686
136.0,2020-06-14 09:35:34,0.0,3.63,2.0,1.0,Poke,Left,463.0,119.0,463.0,NaN,FED8.CSV,5 days 19:25:46,0 days 00:38:30,1.0,0.0,501946.0,NaN,2.0,12.0,136.0,85.71428571428571
140.0,2020-06-14 13:00:12,0.0,3.62,3.0,1.0,Poke,Left,471.0,119.0,471.0,NaN,FED8.CSV,5 days 22:50:24,0 days 00:43:42,0.0,0.0,514224.0,NaN,0.0,8.0,140.0,100.0
144.0,2020-06-14 17:35:41,0.0,3.62,5.0,1.0,Poke,Left,483.0,121.0,483.0,NaN,FED8.CSV,6 days 03:25:53,0 days 01:34:12,1.0,0.0,530753.0,NaN,2.0,12.0,144.0,85.71428571428571
148.0,2020-06-14 22:00:18,0.0,3.62,3.0,1.0,Poke,Left,508.0,125.0,508.0,NaN,FED8.CSV,6 days 07:50:30,0 days 00:34:36,1.0,1.0,546630.0,NaN,4.0,25.0,148.0,86.20689655172413
152.0,2020-06-15 01:37:10,0.0,3.61,3.0,1.0,Poke,Left,527.0,129.0,527.0,NaN,FED8.CSV,6 days 11:27:22,0 days 00:28:13,1.0,1.0,559642.0,NaN,4.0,19.0,152.0,82.6086956521739
156.0,2020-06-15 06:05:02,0.0,3.6,4.0,1.0,Poke,Left,544.0,130.0,544.0,NaN,FED8.CSV,6 days 15:55:14,0 days 00:42:20,1.0,1.0,575714.0,NaN,1.0,17.0,156.0,94.44444444444444
160.0,2020-06-15 09:48:39,0.0,3.59,4.0,1.0,Poke,Left,553.0,132.0,553.0,NaN,FED8.CSV,6 days 19:38:51,0 days 00:42:20,1.0,0.0,589131.0,NaN,2.0,9.0,160.0,81.81818181818183
164.0,2020-06-15 14:07:33,0.0,3.57,2.0,1.0,Poke,Left,563.0,133.0,563.0,NaN,FED8.CSV,6 days 23:57:45,0 days 01:25:38,1.0,0.0,604665.0,NaN,1.0,10.0,164.0,90.9090909090909
168.0,2020-06-15 16:04:32,0.0,3.57,4.0,1.0,Poke,Left,568.0,133.0,568.0,NaN,FED8.CSV,7 days 01:54:44,0 days 00:44:20,0.0,0.0,611684.0,NaN,0.0,5.0,168.0,100.0
0.0,2020-06-09 19:59:47,0.0,4.16,15.0,1.0,Poke,Left,6.0,5.0,6.0,144.0,FED9.CSV,0 days 03:52:20,0 days 01:41:51,1.0,1.0,13940.0,55.0,NaN,NaN,0.0,NaN
4.0,2020-06-09 23:47:09,0.0,4.12,15.0,1.0,Poke,Left,34.0,23.0,34.0,20.0,FED9.CSV,0 days 07:39:42,0 days 01:17:32,1.0,1.0,27582.0,20.0,18.0,28.0,4.0,60.86956521739131
8.0,2020-06-10 02:55:59,0.0,4.09,15.0,1.0,Poke,Left,41.0,25.0,41.0,6.0,FED9.CSV,0 days 10:48:32,0 days 01:58:53,1.0,1.0,38912.0,6.0,2.0,7.0,8.0,77.77777777777779
12.0,2020-06-10 06:45:14,0.0,4.07,15.0,1.0,Poke,Left,54.0,33.0,54.0,13.0,FED9.CSV,0 days 14:37:47,0 days 01:20:32,1.0,1.0,52667.0,13.0,8.0,13.0,12.0,61.904761904761905
16.0,2020-06-10 09:47:12,0.0,4.05,4.0,1.0,Poke,Left,56.0,35.0,56.0,9.0,FED9.CSV,0 days 17:39:45,0 days 02:37:41,1.0,0.0,63585.0,9.0,2.0,2.0,16.0,50.0
20.0,2020-06-10 15:38:27,0.0,4.03,4.0,1.0,Poke,Left,62.0,35.0,62.0,2.0,FED9.CSV,0 days 23:31:00,0 days 03:18:15,0.0,0.0,84660.0,2.0,0.0,6.0,20.0,100.0
24.0,2020-06-10 20:04:55,0.0,4.02,15.0,1.0,Poke,Left,72.0,35.0,72.0,7.0,FED9.CSV,1 days 03:57:28,0 days 02:51:16,0.0,1.0,100648.0,7.0,0.0,10.0,24.0,100.0
28.0,2020-06-10 23:57:08,0.0,4.01,15.0,1.0,Poke,Left,92.0,44.0,92.0,6.0,FED9.CSV,1 days 07:49:41,0 days 01:03:33,1.0,1.0,114581.0,6.0,9.0,20.0,28.0,68.96551724137932
32.0,2020-06-11 03:37:58,0.0,4.0,17.0,1.0,Poke,Left,108.0,48.0,108.0,1516.0,FED9.CSV,1 days 11:30:31,0 days 01:14:45,1.0,1.0,127831.0,6.0,4.0,16.0,32.0,80.0
36.0,2020-06-11 06:30:45,0.0,3.98,15.0,1.0,Poke,Left,122.0,52.0,122.0,226.0,FED9.CSV,1 days 14:23:18,0 days 00:56:06,1.0,1.0,138198.0,12.0,4.0,14.0,36.0,77.77777777777779
40.0,2020-06-11 12:03:59,0.0,3.95,2.0,1.0,Poke,Left,125.0,54.0,125.0,4.0,FED9.CSV,1 days 19:56:32,0 days 02:40:53,1.0,0.0,158192.0,4.0,2.0,3.0,40.0,60.0
44.0,2020-06-11 14:49:22,0.0,3.94,2.0,1.0,Poke,Left,127.0,56.0,127.0,11.0,FED9.CSV,1 days 22:41:55,0 days 02:34:57,1.0,0.0,168115.0,11.0,2.0,2.0,44.0,50.0
48.0,2020-06-11 20:03:59,0.0,3.91,15.0,1.0,Poke,Left,141.0,62.0,141.0,16.0,FED9.CSV,2 days 03:56:32,0 days 02:35:02,1.0,1.0,186992.0,16.0,6.0,14.0,48.0,70.0
52.0,2020-06-12 00:01:13,0.0,3.91,15.0,1.0,Poke,Left,155.0,64.0,155.0,29.0,FED9.CSV,2 days 07:53:46,0 days 01:07:06,1.0,1.0,201226.0,29.0,2.0,14.0,52.0,87.5
56.0,2020-06-12 03:42:02,0.0,3.89,15.0,1.0,Poke,Left,170.0,68.0,170.0,6.0,FED9.CSV,2 days 11:34:35,0 days 00:49:16,1.0,1.0,214475.0,6.0,4.0,15.0,56.0,78.94736842105263
60.0,2020-06-12 07:42:52,0.0,3.87,15.0,1.0,Poke,Left,181.0,72.0,181.0,316.0,FED9.CSV,2 days 15:35:25,0 days 01:22:47,1.0,1.0,228925.0,17.0,4.0,11.0,60.0,73.33333333333333
64.0,2020-06-12 10:12:43,0.0,3.85,4.0,1.0,Poke,Left,183.0,73.0,183.0,255.0,FED9.CSV,2 days 18:05:16,0 days 02:24:58,1.0,0.0,237916.0,2.0,1.0,2.0,64.0,66.66666666666666
68.0,2020-06-12 15:09:05,0.0,3.84,17.0,1.0,Poke,Left,186.0,73.0,186.0,613.0,FED9.CSV,2 days 23:01:38,0 days 02:34:37,0.0,0.0,255698.0,32.0,0.0,3.0,68.0,100.0
72.0,2020-06-12 19:54:06,0.0,3.82,4.0,1.0,Poke,Left,197.0,76.0,196.0,1057.0,FED9.CSV,3 days 03:46:39,0 days 03:13:17,1.0,1.0,272799.0,6.0,3.0,11.0,72.0,78.57142857142857
76.0,2020-06-13 00:05:16,0.0,3.82,19.0,1.0,Poke,Left,216.0,84.0,216.0,1654.0,FED9.CSV,3 days 07:57:49,0 days 00:28:43,1.0,1.0,287869.0,15.0,8.0,19.0,76.0,70.37037037037037
80.0,2020-06-13 03:07:44,0.0,3.79,19.0,1.0,Poke,Left,226.0,87.0,226.0,8.0,FED9.CSV,3 days 11:00:17,0 days 00:46:19,1.0,1.0,298817.0,8.0,3.0,10.0,80.0,76.92307692307693
84.0,2020-06-13 06:16:05,0.0,3.77,15.0,1.0,Poke,Left,235.0,90.0,235.0,5.0,FED9.CSV,3 days 14:08:38,0 days 01:09:15,1.0,1.0,310118.0,5.0,3.0,9.0,84.0,75.0
88.0,2020-06-13 10:45:00,0.0,3.73,15.0,1.0,Poke,Left,237.0,91.0,237.0,6.0,FED9.CSV,3 days 18:37:33,0 days 04:19:05,1.0,0.0,326253.0,6.0,1.0,2.0,88.0,66.66666666666666
92.0,2020-06-13 15:00:53,0.0,3.73,4.0,1.0,Poke,Left,240.0,91.0,240.0,5.0,FED9.CSV,3 days 22:53:26,0 days 02:21:39,0.0,0.0,341606.0,5.0,0.0,3.0,92.0,100.0
96.0,2020-06-13 20:07:12,0.0,3.69,15.0,1.0,Poke,Left,252.0,98.0,252.0,1611.0,FED9.CSV,4 days 03:59:45,0 days 02:17:07,1.0,1.0,359985.0,11.0,7.0,12.0,96.0,63.1578947368421
100.0,2020-06-13 23:56:42,0.0,3.68,15.0,1.0,Poke,Left,275.0,111.0,275.0,1424.0,FED9.CSV,4 days 07:49:15,0 days 00:28:37,1.0,1.0,373755.0,37.0,13.0,23.0,100.0,63.888888888888886
104.0,2020-06-14 04:06:25,0.0,3.67,20.0,1.0,Poke,Left,290.0,114.0,290.0,1470.0,FED9.CSV,4 days 11:58:58,0 days 00:27:51,1.0,1.0,388738.0,9.0,3.0,15.0,104.0,83.33333333333334
108.0,2020-06-14 06:38:09,0.0,3.65,20.0,1.0,Poke,Left,298.0,118.0,298.0,11.0,FED9.CSV,4 days 14:30:42,0 days 00:33:29,1.0,1.0,397842.0,11.0,4.0,8.0,108.0,66.66666666666666
112.0,2020-06-14 10:54:23,0.0,3.64,4.0,1.0,Poke,Left,301.0,118.0,301.0,3.0,FED9.CSV,4 days 18:46:56,0 days 04:05:04,0.0,0.0,413216.0,3.0,0.0,3.0,112.0,100.0
116.0,2020-06-14 15:49:47,0.0,3.62,15.0,1.0,Poke,Left,304.0,118.0,304.0,2.0,FED9.CSV,4 days 23:42:20,0 days 02:37:48,0.0,0.0,430940.0,2.0,0.0,3.0,116.0,100.0
120.0,2020-06-14 19:56:23,0.0,3.62,20.0,1.0,Poke,Left,318.0,120.0,317.0,648.0,FED9.CSV,5 days 03:48:56,0 days 01:40:11,1.0,1.0,445736.0,60.0,2.0,14.0,120.0,87.5
124.0,2020-06-14 23:59:59,0.0,3.61,18.0,1.0,Poke,Left,335.0,125.0,335.0,684.0,FED9.CSV,5 days 07:52:32,0 days 00:57:26,1.0,1.0,460352.0,6.0,5.0,17.0,124.0,77.27272727272727
128.0,2020-06-15 03:50:32,0.0,3.61,20.0,1.0,Poke,Left,347.0,141.0,347.0,482.0,FED9.CSV,5 days 11:43:05,0 days 00:55:52,1.0,1.0,474185.0,6.0,16.0,12.0,128.0,42.857142857142854
132.0,2020-06-15 07:11:31,0.0,3.6,20.0,1.0,Poke,Left,356.0,143.0,356.0,3.0,FED9.CSV,5 days 15:04:04,0 days 00:51:53,1.0,1.0,486244.0,3.0,2.0,9.0,132.0,81.81818181818183
136.0,2020-06-15 10:32:49,0.0,3.59,35.0,1.0,Poke,Left,358.0,143.0,358.0,1.0,FED9.CSV,5 days 18:25:22,0 days 03:10:27,0.0,0.0,498322.0,1.0,0.0,2.0,136.0,100.0
140.0,2020-06-15 12:57:04,0.0,3.58,2.0,1.0,Poke,Left,359.0,143.0,359.0,1.0,FED9.CSV,5 days 20:49:37,0 days 02:24:10,0.0,0.0,506977.0,1.0,0.0,1.0,140.0,100.0
144.0,2020-06-15 16:23:07,0.0,3.58,2.0,1.0,Poke,Left,361.0,143.0,361.0,2.0,FED9.CSV,6 days 00:15:40,0 days 03:19:51,0.0,0.0,519340.0,2.0,0.0,2.0,144.0,100.0
