MM:DD:YYYY hh:mm:ss, Device_Number, Battery_Voltage, Motor_Turns, Target_Sequence, Mouse_Sequence, Left_Poke_Count, Right_Poke_Count, Pellet_Count, Retrieval_Time
9/24/2019 21:40:11,8,4.29,0,R,,23,52,51,0
9/24/2019 21:40:39,8,4.29,0,R,,23,53,52,0
9/24/2019 21:40:49,8,4.29,0,R,,24,53,53,0
9/24/2019 21:40:51,8,4.29,0,R,,25,53,53,0
9/24/2019 21:41:06,8,4.29,0,R,,25,54,53,0
9/24/2019 21:42:01,8,4.29,0,R,,25,55,54,0
9/24/2019 21:42:31,8,4.29,0,R,,25,56,55,0
9/24/2019 21:42:42,8,4.29,0,R,,25,57,56,0
9/24/2019 21:43:07,8,4.29,0,R,,25,58,57,0
9/24/2019 21:44:23,8,4.29,0,R,,25,59,58,0
9/24/2019 21:44:38,8,4.29,0,R,,25,60,59,0
9/24/2019 21:46:12,8,4.29,0,R,,25,61,60,0
9/24/2019 21:47:56,8,4.29,0,R,,26,61,61,0
9/24/2019 21:47:57,8,4.29,0,R,,27,61,61,0
9/24/2019 21:48:06,8,4.29,0,R,,27,62,61,0
9/24/2019 21:51:19,8,4.29,0,R,,27,63,62,0
9/24/2019 22:00:35,8,4.29,0,R,,27,64,63,0
9/24/2019 22:02:10,8,4.29,0,R,,28,64,64,0
9/24/2019 22:02:16,8,4.29,0,R,,28,65,64,0
9/24/2019 22:02:22,8,4.29,0,R,,28,66,65,0
9/24/2019 22:03:19,8,4.29,0,R,,28,67,66,0
9/24/2019 22:03:25,8,4.29,0,R,,28,68,67,0
9/24/2019 22:03:49,8,4.29,0,R,,28,69,68,0
9/24/2019 22:04:12,8,4.29,0,R,,28,70,69,0
9/24/2019 22:10:09,8,4.29,0,R,,29,70,70,0
9/24/2019 22:11:33,8,4.29,0,R,,29,71,70,0
9/24/2019 22:14:05,8,4.29,0,R,,29,72,71,0
9/24/2019 22:14:12,8,4.29,0,R,,29,73,72,0
9/24/2019 22:15:31,8,4.29,0,R,,29,74,73,0
9/24/2019 22:16:26,8,4.29,0,R,,29,75,74,0
9/24/2019 22:17:14,8,4.29,0,RL,,29,76,75,0
9/24/2019 22:17:25,8,4.29,0,RL,R,29,77,75,0
9/24/2019 22:17:28,8,4.29,0,RL,,29,78,75,0
9/24/2019 22:18:50,8,4.29,0,RL,,29,79,75,0
9/24/2019 22:18:56,8,4.29,0,RL,R,29,80,75,0
9/24/2019 22:18:58,8,4.29,0,RL,,29,81,75,0
9/24/2019 22:19:03,8,4.29,0,RL,R,30,81,75,0
9/24/2019 22:19:33,8,4.29,0,RL,,30,82,76,0
9/24/2019 22:19:34,8,4.29,0,RL,R,30,83,76,0
9/24/2019 22:19:48,8,4.29,0,RL,,30,84,76,0
9/24/2019 22:19:52,8,4.29,0,RL,R,30,85,76,0
9/24/2019 22:19:58,8,4.29,0,RL,,30,86,76,0
9/24/2019 22:20:38,8,4.29,0,RL,,30,87,76,0
9/24/2019 22:20:45,8,4.29,0,RL,R,31,87,76,0
9/24/2019 22:21:11,8,4.29,0,RL,,32,87,77,0
9/24/2019 22:21:12,8,4.29,0,RL,,33,87,77,0
9/24/2019 22:21:31,8,4.29,0,RL,,33,88,77,0
9/24/2019 22:21:52,8,4.29,0,RL,R,33,89,77,0
9/24/2019 22:28:50,8,4.29,0,RL,,34,89,77,0
9/24/2019 22:31:23,8,4.29,0,RL,,34,90,77,0
9/24/2019 22:47:32,8,4.29,0,RL,,34,91,77,0
9/24/2019 22:47:37,8,4.29,0,RL,R,34,92,77,0
9/24/2019 22:47:39,8,4.29,0,RL,,34,93,77,0
9/24/2019 22:47:54,8,4.29,0,RL,R,34,94,77,0
9/24/2019 22:53:41,8,4.29,0,RL,,34,95,77,0
9/24/2019 22:53:42,8,4.29,0,RL,R,34,96,77,0
9/24/2019 22:53:46,8,4.29,0,RL,,35,96,77,0
9/24/2019 22:53:55,8,4.29,0,RL,,35,97,77,0
9/24/2019 22:54:14,8,4.29,0,RL,R,35,98,77,0
9/24/2019 22:54:16,8,4.29,0,RL,,35,99,77,0
9/24/2019 22:56:34,8,4.29,0,RL,,35,100,77,0
9/24/2019 22:56:39,8,4.29,0,RL,R,35,101,77,0
9/24/2019 22:56:41,8,4.29,0,RL,,35,102,77,0
9/24/2019 22:56:45,8,4.29,0,RL,R,36,102,77,0
9/24/2019 22:57:05,8,4.29,0,RL,,36,103,78,0
9/24/2019 22:57:09,8,4.29,0,RL,R,36,104,78,0
9/24/2019 22:59:06,8,4.29,0,RL,,36,105,78,0
9/24/2019 22:59:10,8,4.29,0,RL,R,36,106,78,0
9/24/2019 23:07:02,8,4.29,0,RL,,36,107,78,0
9/24/2019 23:07:20,8,4.29,0,RL,R,36,108,78,0
9/24/2019 23:08:44,8,4.29,0,RL,,36,109,78,0
9/24/2019 23:10:12,8,4.29,0,RL,,36,110,78,0
9/24/2019 23:18:27,8,4.29,0,RL,,36,111,78,0
9/24/2019 23:21:16,8,4.29,0,RL,,36,112,78,0
9/24/2019 23:25:39,8,4.29,0,RL,,36,113,78,0
9/24/2019 23:40:11,8,4.29,0,RL,,36,114,78,0
9/24/2019 23:43:34,8,4.29,0,RL,,36,115,78,0
9/24/2019 23:52:03,8,4.29,0,RL,,36,116,78,0
9/24/2019 23:52:10,8,4.29,0,RL,R,36,117,78,0
9/24/2019 23:52:35,8,4.29,0,RL,,37,117,78,0
9/24/2019 23:52:37,8,4.29,0,RL,,38,117,78,0
9/24/2019 23:53:10,8,4.29,0,RL,,39,117,78,0
9/24/2019 23:53:50,8,4.29,0,RL,,39,118,78,0
9/24/2019 23:54:39,8,4.29,0,RL,,39,119,78,0
9/24/2019 23:54:40,8,4.29,0,RL,R,39,120,78,0
9/24/2019 23:55:50,8,4.29,0,RL,,40,120,78,0
9/24/2019 23:55:52,8,4.29,0,RL,,41,120,78,0
9/24/2019 23:56:14,8,4.29,0,RL,,42,120,78,0
9/24/2019 23:56:19,8,4.29,0,RL,,42,121,78,0
9/24/2019 23:56:32,8,4.29,0,RL,R,43,121,78,0
9/25/2019 0:04:57,8,4.29,0,RL,,43,122,79,0
9/25/2019 0:08:01,8,4.29,0,RL,,44,122,79,0
9/25/2019 0:09:46,8,4.29,0,RL,,44,123,79,0
9/25/2019 0:09:50,8,4.29,0,RL,R,44,124,79,0
9/25/2019 0:09:51,8,4.29,0,RL,,44,125,79,0
9/25/2019 0:14:27,8,4.29,0,RL,,44,126,79,0
9/25/2019 0:14:38,8,4.29,0,RL,R,44,127,79,0
9/25/2019 0:15:09,8,4.29,0,RL,,45,127,79,0
9/25/2019 0:15:10,8,4.29,0,RL,,46,127,79,0
9/25/2019 0:16:53,8,4.29,0,RL,,46,128,79,0
9/25/2019 0:17:03,8,4.29,0,RL,R,46,129,79,0
9/25/2019 0:17:07,8,4.29,0,RL,,46,130,79,0
9/25/2019 0:25:34,8,4.29,0,RL,,46,131,79,0
9/25/2019 0:25:38,8,4.29,0,RL,R,47,131,79,0
9/25/2019 0:26:43,8,4.29,0,RL,,47,132,80,0
9/25/2019 0:26:52,8,4.29,0,RL,R,48,132,80,0
9/25/2019 0:33:13,8,4.29,0,RL,,48,133,81,0
9/25/2019 0:33:19,8,4.29,0,RL,R,48,134,81,0
9/25/2019 0:33:22,8,4.29,0,RL,,48,135,81,0
9/25/2019 0:33:23,8,4.29,0,RL,R,48,136,81,0
9/25/2019 0:35:22,8,4.29,0,RL,,48,137,81,0
9/25/2019 0:40:06,8,4.29,0,RL,,48,138,81,0
9/25/2019 0:40:13,8,4.29,0,RL,R,48,139,81,0
9/25/2019 0:40:16,8,4.29,0,RL,,48,140,81,0
9/25/2019 0:40:20,8,4.29,0,RL,R,49,140,81,0
9/25/2019 0:44:06,8,4.29,0,RL,,49,141,82,0
9/25/2019 0:44:10,8,4.29,0,RL,R,49,142,82,0
9/25/2019 0:44:11,8,4.29,0,RL,,49,143,82,0
9/25/2019 0:44:35,8,4.29,0,RL,R,49,144,82,0
9/25/2019 0:44:47,8,4.29,0,RL,,50,144,82,0
9/25/2019 0:44:50,8,4.29,0,RL,,51,144,82,0
9/25/2019 0:45:26,8,4.29,0,RL,,51,145,82,0
9/25/2019 0:45:27,8,4.29,0,RL,R,51,146,82,0
9/25/2019 0:45:57,8,4.29,0,RL,,51,147,82,0
9/25/2019 0:47:22,8,4.29,0,RL,,51,148,82,0
9/25/2019 0:47:30,8,4.29,0,RL,R,51,149,82,0
9/25/2019 0:47:31,8,4.29,0,RL,,51,150,82,0
9/25/2019 0:47:40,8,4.29,0,RL,R,51,151,82,0
9/25/2019 0:50:07,8,4.29,0,RL,,52,151,82,0
9/25/2019 0:50:13,8,4.29,0,RL,,52,152,82,0
9/25/2019 0:53:26,8,4.29,0,RL,,52,153,82,0
9/25/2019 0:53:27,8,4.29,0,RL,R,52,154,82,0
9/25/2019 1:01:33,8,4.29,0,RL,,52,155,82,0
9/25/2019 1:01:46,8,4.29,0,RL,R,52,156,82,0
9/25/2019 1:02:13,8,4.29,0,RL,,53,156,82,0
9/25/2019 1:08:31,8,4.29,0,RL,,53,157,82,0
9/25/2019 1:08:38,8,4.29,0,RL,R,53,158,82,0
9/25/2019 1:09:20,8,4.29,0,RL,,54,158,82,0
9/25/2019 1:09:22,8,4.29,0,RL,,55,158,82,0
9/25/2019 1:09:35,8,4.29,0,RL,,55,159,82,0
9/25/2019 1:10:14,8,4.29,0,RL,,56,159,82,0
9/25/2019 1:10:16,8,4.29,0,RL,,57,159,82,0
9/25/2019 1:10:39,8,4.29,0,RL,,57,160,82,0
9/25/2019 1:21:17,8,4.29,0,RL,,57,161,82,0
9/25/2019 1:21:21,8,4.29,0,RL,R,57,162,82,0
9/25/2019 1:21:25,8,4.29,0,RL,,58,162,82,0
9/25/2019 1:31:24,8,4.29,0,RL,,58,163,82,0
9/25/2019 1:31:49,8,4.29,0,RL,R,58,164,82,0
9/25/2019 1:34:06,8,4.29,0,RL,,59,164,82,0
9/25/2019 1:37:27,8,4.29,0,RL,,59,165,82,0
9/25/2019 1:37:51,8,4.29,0,RL,R,59,166,82,0
9/25/2019 1:37:53,8,4.29,0,RL,,59,167,82,0
9/25/2019 1:40:19,8,4.29,0,RL,,60,167,82,0
9/25/2019 1:48:16,8,4.29,0,RL,,61,167,82,0
9/25/2019 1:55:49,8,4.29,0,RL,,61,168,82,0
9/25/2019 1:55:59,8,4.29,0,RL,R,61,169,82,0
9/25/2019 1:56:15,8,4.29,0,RL,,61,170,82,0
9/25/2019 1:57:43,8,4.29,0,RL,,61,171,82,0
9/25/2019 2:06:17,8,4.29,0,RL,,61,172,82,0
9/25/2019 2:14:21,8,4.29,0,RL,,62,172,82,0
9/25/2019 2:14:44,8,4.29,0,RL,,62,173,82,0
9/25/2019 2:22:04,8,4.29,0,RL,,63,173,82,0
9/25/2019 2:24:51,8,4.29,0,RL,,63,174,82,0
9/25/2019 2:25:54,8,4.29,0,RL,,64,174,82,0
9/25/2019 2:25:56,8,4.29,0,RL,,65,174,82,0
9/25/2019 2:26:30,8,4.29,0,RL,,66,174,82,0
9/25/2019 2:26:36,8,4.29,0,RL,,67,174,82,0
9/25/2019 2:26:38,8,4.29,0,RL,,68,174,82,0
9/25/2019 2:26:52,8,4.29,0,RL,,68,175,82,0
9/25/2019 2:26:57,8,4.29,0,RL,R,68,176,82,0
9/25/2019 2:27:18,8,4.29,0,RL,,68,177,82,0
9/25/2019 2:28:36,8,4.29,0,RL,,69,177,82,0
9/25/2019 2:28:41,8,4.29,0,RL,,69,178,82,0
9/25/2019 2:28:55,8,4.29,0,RL,R,69,179,82,0
9/25/2019 2:28:58,8,4.29,0,RL,,69,180,82,0
9/25/2019 2:29:02,8,4.29,0,RL,R,69,181,82,0
9/25/2019 2:29:03,8,4.29,0,RL,,69,182,82,0
9/25/2019 2:29:07,8,4.29,0,RL,R,69,183,82,0
9/25/2019 2:29:11,8,4.29,0,RL,,69,184,82,0
9/25/2019 2:29:14,8,4.29,0,RL,R,69,185,82,0
9/25/2019 2:29:17,8,4.29,0,RL,,69,186,82,0
9/25/2019 2:29:18,8,4.29,0,RL,R,69,187,82,0
9/25/2019 2:29:19,8,4.29,0,RL,,69,188,82,0
9/25/2019 2:29:21,8,4.29,0,RL,R,69,189,82,0
9/25/2019 2:29:24,8,4.29,0,RL,,69,190,82,0
9/25/2019 2:29:26,8,4.29,0,RL,R,69,191,82,0
9/25/2019 2:29:27,8,4.29,0,RL,,69,192,82,0
9/25/2019 2:29:33,8,4.29,0,RL,R,69,193,82,0
9/25/2019 2:29:35,8,4.29,0,RL,,69,194,82,0
9/25/2019 2:29:41,8,4.29,0,RL,R,69,195,82,0
9/25/2019 2:30:40,8,4.29,0,RL,,69,196,82,0
9/25/2019 2:30:41,8,4.29,0,RL,R,69,197,82,0
9/25/2019 2:31:00,8,4.29,0,RL,,70,197,82,0
9/25/2019 2:31:13,8,4.29,0,RL,,70,198,82,0
9/25/2019 2:35:05,8,4.29,0,RL,,70,199,82,0
9/25/2019 2:35:07,8,4.29,0,RL,R,70,200,82,0
9/25/2019 2:38:41,8,4.29,0,RL,,71,200,82,0
9/25/2019 2:39:43,8,4.29,0,RL,,71,201,82,0
9/25/2019 2:39:59,8,4.29,0,RL,R,71,202,82,0
9/25/2019 2:41:28,8,4.29,0,RL,,71,203,82,0
9/25/2019 2:41:29,8,4.29,0,RL,R,71,204,82,0
9/25/2019 2:43:56,8,4.29,0,RL,,72,204,82,0
9/25/2019 2:44:08,8,4.29,0,RL,,72,205,82,0
9/25/2019 2:46:03,8,4.29,0,RL,,73,205,82,0
9/25/2019 2:46:06,8,4.29,0,RL,,74,205,82,0
9/25/2019 2:46:07,8,4.29,0,RL,,75,205,82,0
9/25/2019 2:46:12,8,4.29,0,RL,,75,206,82,0
9/25/2019 2:46:13,8,4.29,0,RL,R,75,207,82,0
9/25/2019 3:03:53,8,4.29,0,RL,,76,207,82,0
9/25/2019 3:14:31,8,4.29,0,RL,,77,207,82,0
9/25/2019 3:16:41,8,4.29,0,RL,,77,208,82,0
9/25/2019 3:18:18,8,4.29,0,RL,,77,209,82,0
9/25/2019 3:21:16,8,4.29,0,RL,,78,209,82,0
9/25/2019 3:21:23,8,4.29,0,RL,,78,210,82,0
9/25/2019 3:21:32,8,4.29,0,RL,R,78,211,82,0
9/25/2019 3:21:34,8,4.29,0,RL,,78,212,82,0
9/25/2019 3:30:18,8,4.29,0,RL,,78,213,82,0
9/25/2019 4:19:28,8,4.29,0,RL,,78,214,82,0
9/25/2019 4:22:27,8,4.29,0,RL,,78,215,82,0
9/25/2019 4:22:28,8,4.29,0,RL,R,78,216,82,0
9/25/2019 4:22:29,8,4.29,0,RL,,78,217,82,0
9/25/2019 4:34:05,8,4.29,0,RL,,79,217,82,0
9/25/2019 4:35:54,8,4.29,0,RL,,80,217,82,0
9/25/2019 4:41:23,8,4.29,0,RL,,81,217,82,0
9/25/2019 4:44:00,8,4.29,0,RL,,81,218,82,0
9/25/2019 4:44:05,8,4.29,0,RL,R,82,218,82,0
9/25/2019 4:46:55,8,4.29,0,RL,,82,219,83,0
9/25/2019 4:52:49,8,4.29,0,RL,,83,219,83,0
9/25/2019 4:52:50,8,4.29,0,RL,,84,219,83,0
9/25/2019 5:11:37,8,4.29,0,RL,,84,220,83,0
9/25/2019 5:12:28,8,4.29,0,RL,,84,221,83,0
9/25/2019 5:12:32,8,4.29,0,RL,R,85,221,83,0
9/25/2019 5:13:01,8,4.29,0,RL,,85,222,84,0
9/25/2019 5:13:04,8,4.29,0,RL,R,85,223,84,0
9/25/2019 5:14:00,8,4.29,0,RL,,85,224,84,0
9/25/2019 5:14:05,8,4.29,0,RL,R,85,225,84,0
9/25/2019 6:16:10,8,4.29,0,RL,,85,226,84,0
9/25/2019 6:22:37,8,4.29,0,RL,,85,227,84,0
9/25/2019 6:22:39,8,4.29,0,RL,R,86,227,84,0
9/25/2019 7:39:01,8,4.29,0,RL,,87,227,85,0
9/25/2019 7:42:35,8,4.29,0,RL,,88,227,85,0
9/25/2019 7:49:48,8,4.29,0,RL,,88,228,85,0
9/25/2019 7:52:57,8,4.29,0,RL,,89,228,85,0
9/25/2019 7:53:19,8,4.29,0,RL,,89,229,85,0
9/25/2019 7:53:21,8,4.29,0,RL,R,89,230,85,0
9/25/2019 7:54:14,8,4.29,0,RL,,89,231,85,0
9/25/2019 7:56:18,8,4.29,0,RL,,90,231,85,0
9/25/2019 7:57:45,8,4.29,0,RL,,91,231,85,0
9/25/2019 8:05:27,8,4.29,0,RL,,91,232,85,0
9/25/2019 8:07:48,8,4.29,0,RL,,92,232,85,0
9/25/2019 8:07:52,8,4.29,0,RL,,93,232,85,0
9/25/2019 8:07:53,8,4.29,0,RL,,94,232,85,0
9/25/2019 8:07:54,8,4.29,0,RL,,95,232,85,0
9/25/2019 8:07:55,8,4.29,0,RL,,96,232,85,0
9/25/2019 8:07:56,8,4.29,0,RL,,97,232,85,0
9/25/2019 8:07:57,8,4.29,0,RL,,98,232,85,0
9/25/2019 8:07:59,8,4.29,0,RL,,99,232,85,0
9/25/2019 8:08:00,8,4.29,0,RL,,100,232,85,0
9/25/2019 8:08:02,8,4.29,0,RL,,101,232,85,0
9/25/2019 8:08:06,8,4.29,0,RL,,102,232,85,0
9/25/2019 8:08:07,8,4.29,0,RL,,103,232,85,0
9/25/2019 8:08:08,8,4.29,0,RL,,104,232,85,0
9/25/2019 9:07:33,8,4.29,0,RL,,104,233,85,0
9/25/2019 9:07:36,8,4.29,0,RL,R,104,234,85,0
9/25/2019 9:08:42,8,4.29,0,RL,,104,235,85,0
9/25/2019 9:17:33,8,4.29,0,RL,,104,236,85,0
9/25/2019 9:18:40,8,4.29,0,RL,,105,236,85,0
9/25/2019 9:22:34,8,4.29,0,RL,,106,236,85,0
9/25/2019 9:22:37,8,4.29,0,RL,,107,236,85,0
9/25/2019 9:32:08,8,4.29,0,RL,,108,236,85,0
9/25/2019 9:42:07,8,4.29,0,RL,,108,237,85,0
9/25/2019 9:43:02,8,4.29,0,RL,,108,238,85,0
9/25/2019 10:20:32,8,4.29,0,RL,,109,238,85,0
9/25/2019 10:32:00,8,4.29,0,RL,,109,239,85,0
9/25/2019 10:34:50,8,4.29,0,RL,,110,239,85,0
9/25/2019 10:38:13,8,4.29,0,RL,,110,240,85,0
9/25/2019 10:38:41,8,4.29,0,RL,R,110,241,85,0
9/25/2019 10:38:52,8,4.29,0,RL,,110,242,85,0
9/25/2019 10:52:14,8,4.29,0,RL,,110,243,85,0
9/25/2019 10:52:47,8,4.29,0,RL,,110,244,85,0
9/25/2019 10:52:51,8,4.29,0,RL,R,110,245,85,0
9/25/2019 10:57:22,8,4.29,0,RL,,110,246,85,0
9/25/2019 10:57:29,8,4.29,0,RL,R,111,246,85,0
9/25/2019 10:58:36,8,4.29,0,RL,,112,246,86,0
9/25/2019 10:59:06,8,4.29,0,RL,,113,246,86,0
9/25/2019 11:01:57,8,4.29,0,RL,,113,247,86,0
9/25/2019 11:14:10,8,4.29,0,RL,,114,247,86,0
9/25/2019 11:20:12,8,4.29,0,RL,,114,248,86,0
