,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,filename,group,sex,MM:DD:YYYY hh:mm:ss,RelativeTime,Errors,Mouse,MotorTurns,RelativeTime2,Retrieval_Time_filt,count,Retrieval_Time_filt_count,Retrieval_Time_filt_sum,Retrieval_Time_filt_percent,Errors_binned,Successes_binned,NewRT,active_bias,active_bias_percent
36.0,128.0,51.0,127.0,169.0,MAT_FED012_050820_01.CSV,D,u,2020-05-10 01:23:35,1 days 15:56:53,1.0,12.0,2.0,143813.0,2.0,18205.0,1.0,7186.0,0.3949062104626217,6.0,11.0,40.0,0.6470588235294118,64.70588235294117
40.0,128.0,53.0,128.0,121.0,MAT_FED012_050820_01.CSV,D,u,2020-05-10 01:45:49,1 days 16:19:07,1.0,12.0,1.0,145147.0,NaN,18208.0,0.0,7186.0,0.3947050422937493,2.0,0.0,44.0,0.0,0.0
44.0,139.0,55.0,139.0,79.0,MAT_FED012_050820_01.CSV,D,u,2020-05-10 09:12:23,1 days 23:45:41,1.0,12.0,2.0,171941.0,9.0,18232.0,1.0,7194.0,0.39473251028806583,2.0,11.0,48.0,0.8461538461538461,84.61538461538461
0.0,1.0,0.0,0.0,NaN,MAT_FED013_050820_02.CSV,D,u,2020-05-08 09:24:22,0 days 00:00:00,NaN,13.0,0.0,0.0,NaN,16736.0,0.0,6811.0,0.406967017208413,0.0,1.0,4.0,1.0,100.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,20.0,6.0,19.0,449.0,MAT_FED013_050820_02.CSV,D,u,2020-05-08 21:14:14,0 days 11:49:52,1.0,13.0,1.0,42592.0,7.0,16780.0,1.0,6825.0,0.40696564885496184,NaN,NaN,12.0,NaN,NaN
12.0,33.0,10.0,33.0,320.0,MAT_FED013_050820_02.CSV,D,u,2020-05-09 00:59:05,0 days 15:34:43,1.0,13.0,2.0,56083.0,10.0,16811.0,1.0,6833.0,0.406721086814038,4.0,13.0,16.0,0.7647058823529411,76.47058823529412
16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN,NaN
20.0,39.0,11.0,39.0,177.0,MAT_FED013_050820_02.CSV,D,u,2020-05-09 09:23:24,0 days 23:59:02,1.0,13.0,1.0,86342.0,2.0,16824.0,1.0,6836.0,0.4064581351094196,NaN,NaN,24.0,NaN,NaN
24.0,75.0,37.0,74.0,2307.0,MAT_FED013_050820_02.CSV,D,u,2020-05-09 13:23:30,1 days 03:59:08,1.0,13.0,2.0,100748.0,8.0,16921.0,1.0,6858.0,0.4063112854341237,26.0,36.0,28.0,0.5806451612903226,58.06451612903226
28.0,93.0,52.0,92.0,389.0,MAT_FED013_050820_02.CSV,D,u,2020-05-09 16:56:56,1 days 07:32:34,1.0,13.0,2.0,113554.0,7.0,16972.0,1.0,6874.0,0.4052712445337431,15.0,18.0,32.0,0.5454545454545454,54.54545454545454
32.0,112.0,62.0,111.0,3531.0,MAT_FED013_050820_02.CSV,D,u,2020-05-09 21:21:14,1 days 11:56:52,1.0,13.0,2.0,129412.0,9.0,17020.0,1.0,6884.0,0.40501855451493196,10.0,19.0,36.0,0.6551724137931034,65.51724137931035
36.0,127.0,66.0,127.0,338.0,MAT_FED013_050820_02.CSV,D,u,2020-05-10 00:46:35,1 days 15:22:13,1.0,13.0,2.0,141733.0,10.0,17055.0,1.0,6892.0,0.4044415721755478,4.0,15.0,40.0,0.7894736842105263,78.94736842105263
40.0,140.0,66.0,140.0,286.0,MAT_FED013_050820_02.CSV,D,u,2020-05-10 05:11:46,1 days 19:47:24,0.0,13.0,1.0,157644.0,3.0,17081.0,1.0,6904.0,0.4041942475543319,0.0,13.0,44.0,1.0,100.0
44.0,156.0,85.0,156.0,932.0,MAT_FED013_050820_02.CSV,D,u,2020-05-10 09:15:36,1 days 23:51:14,1.0,13.0,2.0,172274.0,5.0,17132.0,1.0,6916.0,0.40424784974548006,19.0,16.0,48.0,0.45714285714285713,45.714285714285715
0.0,5.0,2.0,5.0,1413.0,MAT_FED016_051020_00.CSV,D,u,2020-05-10 12:44:45,0 days 03:59:08,1.0,16.0,1.0,14348.0,4.0,19843.0,1.0,7583.0,0.38221056877773296,2.0,5.0,4.0,0.7142857142857143,71.42857142857143
4.0,29.0,13.0,29.0,272.0,MAT_FED016_051020_00.CSV,D,u,2020-05-10 16:43:38,0 days 07:58:01,1.0,16.0,3.0,28681.0,8.0,19902.0,1.0,7598.0,0.3821855005289939,11.0,24.0,8.0,0.6857142857142857,68.57142857142857
8.0,61.0,37.0,60.0,262.0,MAT_FED016_051020_00.CSV,D,u,2020-05-10 20:45:25,0 days 11:59:48,1.0,16.0,3.0,43188.0,7.0,19989.0,1.0,7613.0,0.38178255627009644,24.0,32.0,12.0,0.5714285714285714,57.14285714285714
12.0,70.0,50.0,70.0,2306.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 00:01:34,0 days 15:15:57,1.0,16.0,2.0,54957.0,2.0,20021.0,1.0,7615.0,0.38084042021010506,13.0,9.0,16.0,0.4090909090909091,40.909090909090914
16.0,78.0,52.0,78.0,20.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 03:55:52,0 days 19:10:15,1.0,16.0,2.0,69015.0,3.0,20039.0,1.0,7621.0,0.38036258302951603,2.0,8.0,20.0,0.8,80.0
20.0,89.0,56.0,89.0,14.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 08:33:56,0 days 23:48:19,1.0,16.0,2.0,85699.0,6.0,20065.0,1.0,7631.0,0.3803491271820449,4.0,11.0,24.0,0.7333333333333333,73.33333333333333
24.0,115.0,65.0,115.0,1035.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 12:44:18,1 days 03:58:41,1.0,16.0,2.0,100721.0,10.0,20126.0,1.0,7642.0,0.3803378344710748,9.0,26.0,28.0,0.7428571428571429,74.28571428571429
28.0,143.0,68.0,143.0,381.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 15:57:20,1 days 07:11:43,1.0,16.0,2.0,112303.0,9.0,20185.0,1.0,7659.0,0.3796889750086948,3.0,28.0,32.0,0.9032258064516129,90.32258064516128
32.0,166.0,82.0,166.0,744.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 20:41:36,1 days 11:55:59,1.0,16.0,2.0,129359.0,8.0,20245.0,1.0,7673.0,0.37949987620698195,14.0,23.0,36.0,0.6216216216216216,62.16216216216216
36.0,178.0,84.0,178.0,269.0,MAT_FED016_051020_00.CSV,D,u,2020-05-11 23:52:34,1 days 15:06:57,1.0,16.0,2.0,140817.0,2.0,20271.0,1.0,7681.0,0.37900917793348465,2.0,12.0,40.0,0.8571428571428571,85.71428571428571
40.0,192.0,84.0,192.0,27.0,MAT_FED016_051020_00.CSV,D,u,2020-05-12 04:44:23,1 days 19:58:46,0.0,16.0,2.0,158326.0,10.0,20299.0,1.0,7692.0,0.3789976839304194,0.0,14.0,44.0,1.0,100.0
44.0,205.0,87.0,205.0,5230.0,MAT_FED016_051020_00.CSV,D,u,2020-05-12 08:41:00,1 days 23:55:23,1.0,16.0,2.0,172523.0,10.0,20328.0,1.0,7702.0,0.3789468499088715,3.0,13.0,48.0,0.8125,81.25
48.0,206.0,87.0,205.0,NaN,MAT_FED016_051020_00.CSV,D,u,2020-05-12 08:51:08,2 days 00:05:31,0.0,16.0,0.0,173131.0,NaN,20329.0,0.0,7702.0,0.3788676275271779,0.0,1.0,52.0,1.0,100.0
0.0,1.0,0.0,0.0,NaN,MAT_FED017_050820_02.CSV,D,u,2020-05-08 09:19:40,0 days 00:00:00,NaN,17.0,0.0,0.0,NaN,17133.0,0.0,6916.0,0.4036654409618864,0.0,1.0,4.0,1.0,100.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,3.0,2.0,3.0,534.0,MAT_FED017_050820_02.CSV,D,u,2020-05-08 21:00:10,0 days 11:40:30,1.0,17.0,1.0,42030.0,1.0,17140.0,1.0,6917.0,0.40370024512664876,NaN,NaN,12.0,NaN,NaN
12.0,14.0,13.0,14.0,266.0,MAT_FED017_050820_02.CSV,D,u,2020-05-09 00:37:34,0 days 15:17:54,1.0,17.0,1.0,55074.0,8.0,17173.0,1.0,6922.0,0.40357017850892546,11.0,11.0,16.0,0.5,50.0
16.0,15.0,13.0,15.0,71.0,MAT_FED017_050820_02.CSV,D,u,2020-05-09 03:01:41,0 days 17:42:01,0.0,17.0,1.0,63721.0,NaN,17175.0,0.0,6922.0,0.40305112379177827,0.0,1.0,20.0,1.0,100.0
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0,NaN,NaN
28.0,36.0,18.0,36.0,542.0,MAT_FED017_050820_02.CSV,D,u,2020-05-09 17:08:26,1 days 07:48:46,1.0,17.0,1.0,114526.0,8.0,17222.0,1.0,6936.0,0.4030041918956684,NaN,NaN,32.0,NaN,NaN
32.0,59.0,21.0,58.0,365.0,MAT_FED017_050820_02.CSV,D,u,2020-05-09 21:17:01,1 days 11:57:21,1.0,17.0,1.0,129441.0,4.0,17270.0,1.0,6950.0,0.4028188620149643,3.0,23.0,36.0,0.8846153846153846,88.46153846153845
36.0,74.0,29.0,74.0,281.0,MAT_FED017_050820_02.CSV,D,u,2020-05-10 00:40:09,1 days 15:20:29,1.0,17.0,1.0,141629.0,7.0,17309.0,1.0,6962.0,0.4024192614885982,8.0,15.0,40.0,0.6521739130434783,65.21739130434783
40.0,82.0,30.0,82.0,303.0,MAT_FED017_050820_02.CSV,D,u,2020-05-10 03:56:44,1 days 18:37:04,1.0,17.0,1.0,153424.0,5.0,17326.0,1.0,6967.0,0.40227495813846065,1.0,8.0,44.0,0.8888888888888888,88.88888888888889
44.0,93.0,33.0,92.0,83.0,MAT_FED017_050820_02.CSV,D,u,2020-05-10 09:10:22,1 days 23:50:42,1.0,17.0,2.0,172242.0,2.0,17350.0,1.0,6973.0,0.40212311775226445,3.0,11.0,48.0,0.7857142857142857,78.57142857142857
0.0,1.0,0.0,0.0,NaN,MAT_FED018_050820_02.CSV,D,u,2020-05-08 09:17:00,0 days 00:00:00,NaN,18.0,0.0,0.0,NaN,17897.0,0.0,7112.0,0.3973850365983126,0.0,1.0,4.0,1.0,100.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0,NaN,NaN
12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN,NaN
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0,NaN,NaN
28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.0,NaN,NaN
32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.0,NaN,NaN
36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,NaN,NaN
40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.0,NaN,NaN
44.0,2.0,0.0,1.0,NaN,MAT_FED018_050820_02.CSV,D,u,2020-05-10 09:13:00,1 days 23:56:00,0.0,18.0,1.0,172560.0,NaN,17899.0,0.0,7112.0,0.3973628338361828,NaN,NaN,48.0,NaN,NaN
0.0,1.0,0.0,0.0,NaN,MAT_FED020_050820_02.CSV,D,u,2020-05-08 07:52:51,0 days 00:00:00,NaN,20.0,0.0,0.0,NaN,19491.0,0.0,7489.0,0.3842286183366682,0.0,1.0,4.0,1.0,100.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0,NaN,NaN
12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN,NaN
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,13.0,12.0,12.0,202.0,MAT_FED020_050820_02.CSV,D,u,2020-05-09 11:23:26,1 days 03:30:35,1.0,20.0,1.0,99035.0,5.0,19527.0,1.0,7495.0,0.3842089062179356,NaN,NaN,28.0,NaN,NaN
28.0,42.0,18.0,42.0,821.0,MAT_FED020_050820_02.CSV,D,u,2020-05-09 15:51:45,1 days 07:58:54,1.0,20.0,2.0,115134.0,10.0,19592.0,1.0,7510.0,0.3838197644649258,6.0,29.0,32.0,0.8285714285714286,82.85714285714286
32.0,54.0,19.0,54.0,3816.0,MAT_FED020_050820_02.CSV,D,u,2020-05-09 18:53:10,1 days 11:00:19,1.0,20.0,2.0,126019.0,4.0,19617.0,1.0,7514.0,0.38330015821977237,1.0,12.0,36.0,0.9230769230769231,92.3076923076923
36.0,60.0,19.0,60.0,930.0,MAT_FED020_050820_02.CSV,D,u,2020-05-09 23:05:12,1 days 15:12:21,0.0,20.0,1.0,141141.0,6.0,19629.0,1.0,7518.0,0.38307088620496355,0.0,6.0,40.0,1.0,100.0
40.0,66.0,20.0,66.0,291.0,MAT_FED020_050820_02.CSV,D,u,2020-05-10 03:52:26,1 days 19:59:35,1.0,20.0,1.0,158375.0,4.0,19642.0,1.0,7520.0,0.38298522669383595,1.0,6.0,44.0,0.8571428571428571,85.71428571428571
44.0,73.0,23.0,72.0,66.0,MAT_FED020_050820_02.CSV,D,u,2020-05-10 07:36:31,1 days 23:43:40,1.0,20.0,2.0,171820.0,4.0,19658.0,1.0,7524.0,0.38286499694563225,3.0,7.0,48.0,0.7,70.0
0.0,1.0,0.0,0.0,NaN,MAT_FED021_051020_00.CSV,D,u,2020-05-10 08:47:00,0 days 00:00:00,NaN,21.0,0.0,0.0,NaN,17556.0,0.0,7023.0,0.4000341763499658,0.0,1.0,4.0,1.0,100.0
4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0,NaN,NaN
8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.0,NaN,NaN
12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.0,NaN,NaN
20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.0,NaN,NaN
24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0,NaN,NaN
28.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.0,NaN,NaN
32.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.0,NaN,NaN
36.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,NaN,NaN
40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.0,NaN,NaN
44.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.0,NaN,NaN
48.0,2.0,0.0,1.0,22.0,MAT_FED021_051020_00.CSV,D,u,2020-05-12 08:58:00,2 days 00:11:00,0.0,21.0,1.0,173460.0,NaN,17558.0,0.0,7023.0,0.40001139146779063,NaN,NaN,52.0,NaN,NaN
0.0,15.0,10.0,14.0,245.0,MAT_FED023_051020_00.CSV,D,u,2020-05-10 12:54:45,0 days 03:59:30,1.0,23.0,1.0,14370.0,7.0,20368.0,1.0,7707.0,0.3788489916379734,10.0,15.0,4.0,0.6,60.0
4.0,46.0,28.0,46.0,396.0,MAT_FED023_051020_00.CSV,D,u,2020-05-10 16:46:41,0 days 07:51:26,1.0,23.0,2.0,28286.0,10.0,20449.0,1.0,7725.0,0.37836909028425547,18.0,31.0,8.0,0.6326530612244898,63.26530612244898
8.0,78.0,51.0,78.0,320.0,MAT_FED023_051020_00.CSV,D,u,2020-05-10 20:51:40,0 days 11:56:25,1.0,23.0,2.0,42985.0,9.0,20536.0,1.0,7742.0,0.37778103760207327,23.0,32.0,12.0,0.5818181818181818,58.18181818181818
12.0,85.0,57.0,85.0,4278.0,MAT_FED023_051020_00.CSV,D,u,2020-05-10 23:20:34,0 days 14:25:19,1.0,23.0,2.0,51919.0,7.0,20556.0,1.0,7745.0,0.37697813702098654,6.0,7.0,16.0,0.5384615384615384,53.84615384615385
16.0,87.0,57.0,86.0,38.0,MAT_FED023_051020_00.CSV,D,u,2020-05-11 03:28:22,0 days 18:33:07,0.0,23.0,20.0,66787.0,NaN,20559.0,0.0,7745.0,0.37675730894585785,0.0,2.0,20.0,1.0,100.0
20.0,89.0,58.0,88.0,993.0,MAT_FED023_051020_00.CSV,D,u,2020-05-11 08:18:37,0 days 23:23:22,1.0,23.0,2320.0,84202.0,1.0,20564.0,1.0,7746.0,0.3767509727626459,1.0,2.0,24.0,0.6666666666666666,66.66666666666666
0.0,34.0,5.0,34.0,832.0,MAT_FED023_051120_00.CSV,D,u,2020-05-11 13:16:03,0 days 03:57:45,1.0,23.0,3.0,14265.0,10.0,20637.0,1.0,7761.0,0.37665937272064187,5.0,34.0,4.0,0.8717948717948718,87.17948717948718
4.0,49.0,8.0,49.0,2295.0,MAT_FED023_051120_00.CSV,D,u,2020-05-11 16:52:26,0 days 07:34:08,1.0,23.0,2.0,27248.0,8.0,20670.0,1.0,7768.0,0.37607168806006297,3.0,15.0,8.0,0.8333333333333334,83.33333333333334
8.0,64.0,20.0,64.0,2260.0,MAT_FED023_051120_00.CSV,D,u,2020-05-11 21:09:06,0 days 11:50:48,1.0,23.0,2.0,42648.0,8.0,20712.0,1.0,7774.0,0.37582236842105265,12.0,15.0,12.0,0.5555555555555556,55.55555555555556
12.0,68.0,21.0,68.0,18.0,MAT_FED023_051120_00.CSV,D,u,2020-05-12 00:44:27,0 days 15:26:09,1.0,23.0,2.0,55569.0,2.0,20721.0,1.0,7775.0,0.37531984743880653,1.0,4.0,16.0,0.8,80.0
16.0,78.0,22.0,78.0,635.0,MAT_FED023_051120_00.CSV,D,u,2020-05-12 04:20:27,0 days 19:02:09,1.0,23.0,2.0,68529.0,10.0,20742.0,1.0,7777.0,0.3752352458620856,1.0,10.0,20.0,0.9090909090909091,90.9090909090909
20.0,85.0,22.0,84.0,20.0,MAT_FED023_051120_00.CSV,D,u,2020-05-12 08:53:42,0 days 23:35:24,0.0,23.0,2.0,84924.0,NaN,20755.0,0.0,7777.0,0.3749216603191438,0.0,7.0,24.0,1.0,100.0
0.0,1.0,0.0,0.0,NaN,MAT_FED024_050820_02.CSV,D,u,2020-05-08 09:29:14,0 days 00:00:00,NaN,24.0,0.0,0.0,NaN,20756.0,0.0,7777.0,0.374686837540952,0.0,1.0,4.0,1.0,100.0
4.0,9.0,9.0,9.0,115.0,MAT_FED024_050820_02.CSV,D,u,2020-05-08 17:22:09,0 days 07:52:55,1.0,24.0,1.0,28375.0,9.0,20782.0,1.0,7784.0,0.37466878643349233,9.0,8.0,8.0,0.47058823529411764,47.05882352941176
8.0,39.0,32.0,39.0,159.0,MAT_FED024_050820_02.CSV,D,u,2020-05-08 21:09:14,0 days 11:40:00,1.0,24.0,2.0,42000.0,8.0,20865.0,1.0,7806.0,0.37454895357228774,23.0,30.0,12.0,0.5660377358490566,56.60377358490566
12.0,46.0,34.0,46.0,11.0,MAT_FED024_050820_02.CSV,D,u,2020-05-09 00:10:04,0 days 14:40:50,1.0,24.0,2.0,52850.0,9.0,20881.0,1.0,7811.0,0.37414346638554796,2.0,7.0,16.0,0.7777777777777778,77.77777777777779
16.0,52.0,36.0,52.0,15.0,MAT_FED024_050820_02.CSV,D,u,2020-05-09 04:57:34,0 days 19:28:20,1.0,24.0,2.0,70100.0,10.0,20895.0,1.0,7816.0,0.3740666283744974,2.0,6.0,20.0,0.75,75.0
20.0,66.0,48.0,66.0,12.0,MAT_FED024_050820_02.CSV,D,u,2020-05-09 09:08:59,0 days 23:39:45,1.0,24.0,2.0,85185.0,9.0,20935.0,1.0,7829.0,0.37409693316109277,12.0,14.0,24.0,0.5384615384615384,53.84615384615385
0.0,26.0,4.0,26.0,919.0,MAT_FED024_050920_00.CSV,D,u,2020-05-09 13:18:48,0 days 03:54:56,1.0,24.0,4.0,14096.0,9.0,17406.0,1.0,6993.0,0.40187885424471215,4.0,26.0,4.0,0.8666666666666667,86.66666666666667
4.0,41.0,5.0,41.0,2635.0,MAT_FED024_050920_00.CSV,D,u,2020-05-09 17:16:41,0 days 07:52:49,1.0,24.0,2.0,28369.0,7.0,17437.0,1.0,7000.0,0.40176930147058826,1.0,15.0,8.0,0.9375,93.75
8.0,68.0,11.0,67.0,834.0,MAT_FED024_050920_00.CSV,D,u,2020-05-09 21:22:41,0 days 11:58:49,1.0,24.0,2.0,43129.0,8.0,17496.0,1.0,7008.0,0.401422181442826,6.0,27.0,12.0,0.8181818181818182,81.81818181818183
12.0,72.0,16.0,72.0,2331.0,MAT_FED024_050920_00.CSV,D,u,2020-05-09 23:27:14,0 days 14:03:22,1.0,24.0,2.0,50602.0,10.0,17510.0,1.0,7011.0,0.40053717355277446,5.0,4.0,16.0,0.4444444444444444,44.44444444444444
16.0,80.0,16.0,80.0,14.0,MAT_FED024_050920_00.CSV,D,u,2020-05-10 05:21:00,0 days 19:57:08,0.0,24.0,2.0,71828.0,10.0,17526.0,1.0,7017.0,0.40041091199634743,0.0,8.0,20.0,1.0,100.0
20.0,91.0,24.0,90.0,585.0,MAT_FED024_050920_00.CSV,D,u,2020-05-10 09:14:28,0 days 23:50:36,1.0,24.0,2.0,85836.0,10.0,17555.0,1.0,7023.0,0.4004106776180698,8.0,11.0,24.0,0.5789473684210527,57.89473684210527
0.0,1.0,0.0,0.0,NaN,MAT_FED025_051020_00.CSV,D,u,2020-05-10 09:40:00,0 days 00:00:00,NaN,25.0,0.0,0.0,NaN,16010.0,0.0,6623.0,0.4136789506558401,0.0,1.0,4.0,1.0,100.0
4.0,1.0,1.0,1.0,67.0,MAT_FED025_051020_00.CSV,D,u,2020-05-10 17:32:00,0 days 07:52:00,1.0,25.0,1.0,28320.0,NaN,16012.0,0.0,6623.0,0.4136531134844794,1.0,0.0,8.0,0.0,0.0
8.0,20.0,14.0,20.0,571.0,MAT_FED025_051020_00.CSV,D,u,2020-05-10 21:23:00,0 days 11:43:00,1.0,25.0,1.0,42180.0,7.0,16063.0,1.0,6633.0,0.41360144882283145,13.0,19.0,12.0,0.59375,59.375
12.0,25.0,16.0,25.0,5.0,MAT_FED025_051020_00.CSV,D,u,2020-05-11 00:42:00,0 days 15:02:00,1.0,25.0,1.0,54120.0,5.0,16075.0,1.0,6638.0,0.4129393468118196,2.0,5.0,16.0,0.7142857142857143,71.42857142857143
16.0,29.0,21.0,29.0,12.0,MAT_FED025_051020_00.CSV,D,u,2020-05-11 04:36:00,0 days 18:56:00,1.0,25.0,2.0,68160.0,2.0,16088.0,1.0,6641.0,0.4129501772718791,5.0,4.0,20.0,0.4444444444444444,44.44444444444444
20.0,43.0,25.0,43.0,50.0,MAT_FED025_051020_00.CSV,D,u,2020-05-11 09:25:00,0 days 23:45:00,1.0,25.0,2.0,85500.0,9.0,16120.0,1.0,6653.0,0.4128354870775348,4.0,14.0,24.0,0.7777777777777778,77.77777777777779
24.0,66.0,32.0,66.0,729.0,MAT_FED025_051020_00.CSV,D,u,2020-05-11 13:39:00,1 days 03:59:00,1.0,25.0,2.0,100740.0,7.0,16173.0,1.0,6669.0,0.41271317829457366,7.0,23.0,28.0,0.7666666666666667,76.66666666666667
28.0,90.0,40.0,89.0,1676.0,MAT_FED025_051020_00.CSV,D,u,2020-05-11 17:04:00,1 days 07:24:00,1.0,25.0,2.0,113040.0,9.0,16228.0,1.0,6684.0,0.4123864268496199,8.0,24.0,32.0,0.75,75.0
32.0,113.0,44.0,113.0,4855.0,MAT_FED025_051020_00.CSV,D,u,2020-05-11 21:23:00,1 days 11:43:00,1.0,25.0,2.0,128580.0,3.0,16279.0,1.0,6694.0,0.4118661819974124,4.0,23.0,36.0,0.8518518518518519,85.18518518518519
36.0,121.0,44.0,121.0,85.0,MAT_FED025_051020_00.CSV,D,u,2020-05-12 01:11:00,1 days 15:31:00,0.0,25.0,2.0,142260.0,2.0,16295.0,1.0,6698.0,0.4112155273017628,0.0,8.0,40.0,1.0,100.0
40.0,133.0,46.0,133.0,23.0,MAT_FED025_051020_00.CSV,D,u,2020-05-12 05:08:00,1 days 19:28:00,1.0,25.0,2.0,156480.0,2.0,16321.0,1.0,6709.0,0.4111301789654327,2.0,12.0,44.0,0.8571428571428571,85.71428571428571
